 Region,CultureGroup,MacroPolity,PolID,Predecessor,Successor,Contested.1yr,Reign.Number.predecessor,Start.reign.predecessor,End.reign.Transition,Overturn,Assassination.Predecessor,Intra.elite,Military.revolt,Popular.uprising,Separatist.rebellion,External.invasion,External.interference,Conflict.name,Description,References,Zotero.URL
Upper Egypt,Islamic_Caliphates,Fatimid Caliphate,TnFatim,Al-Amir,Al-Hafiz,P,1,1101,1130,P,P,P,U*,A,A,A,U*,,"Al-Amir was proclaimed caliph in 1101 CE, at the age of five. The Caliphate was controlled by the vizier al-Afdal, who was assassinated in 1121 CE, Al-Amir took on an increasing number of functions which put him at odds with his viziers. In 1130 CE Al-Amir was assassinated and his son, Al-Tayyib, was sidelined in favour of his cousin Abd al-Majid, who after a complex coup and counter-coup, became Caliph under the name al-Hafiz li-Din Allah. Coded Assassination.Predecessor: Present Al-Amir was assassinated. Coded Intra.elite: Present Al-Tayyib was usurped for his cousin.","(Stern 1951, 198) Stern, S. M. 1951. The Succession to the Fatimid Imam al-Amir, the Claims of the Later Fatimids to the Imamate, and the Rise of Tayyibi Ismailism. Oriens. Vol. 4. No. 2. December 31. pp. 193-255.  $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Daftary 2007: 248-49) Farhad Daftary. 2007. The Isma'ilis: Their History and Doctrines. Cambridge University Press. Cambridge.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Fatimid Caliphate,TnFatim,Al-Hafiz,Al-Zafir,A,1,1132,1149,A,A,A,A,A,A,A,A,,"Al-Hafiz managed to wrest control of the Caliphate in 1132 CE. After a long a difficult reign Al-Hafiz managed to consolidate power, but the instability of the caliphate had been laid bare. In 1149 CE Al-Hafiz died from severe intestinal colic. He was succeeded by his only surviving son who took the name al-Zafir bi-Amr Allah.",John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Daftary 2007: 250) Farhad Daftary. 2007. The Isma'ilis: Their History and Doctrines. Cambridge University Press. Cambridge.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Fatimid Caliphate,TnFatim,Al-Zafir,Al-Faiz,P,1,1149,1154,P,P,P,P,A,A,A,A,,"Abbas, a commander who had seized the vizierate, was ""convinced that the caliph was conspiring against him"" and was ""resolved to move first, with the aid of his son. Accordingly, Nasr, luring al-Zafir to his house, killed him"".",p. 250 Farhad Daftary. 2007. The Isma'ilis: Their History and Doctrines. Cambridge University Press. Cambridge. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Daftary 2007: 250) Farhad Daftary. 2007. The Isma'ilis: Their History and Doctrines. Cambridge University Press. Cambridge.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Fatimid Caliphate,TnFatim,Al-Faiz,Al-Adid,A,1,1154,1160,A,A,A,A,A,A,A,A,,"Al-Adid came to the throne as a child, after his father Al-Faiz died of a seizure in 1160 CE. His reign was dominated by the vizierate and he could only watch as the Fatimid Caliphate fell to pieces around him.",John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Daftary 2007: 250-51) Farhad Daftary. 2007. The Isma'ilis: Their History and Doctrines. Cambridge University Press. Cambridge.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Fatimid Caliphate,TnFatim,Al-Adid,End of the Fatmid Caliphate,P,1,1160,1171,P,A,A,A,A,A,P,A,,"Is this the ‘official story’? Was he poisoned and assassinated? ”Saladin formally put an end to Fatimid rule when ... September 1171, he had the khutba read in Cairo in the name of the reigning Abbasid caliph al-Mustadi ... thus proclaimng Abbasid suzerainty in Egypt. ... A few days after these events, the helpless al-Adid, the fourteenth and the last of the Fatimid caliphs, and the twenty-fourth imam of the Hafizi Isma'ilis, died following a brief illness.” Coded External.invasion: Present Saladin's invasion of the Caliphate.","(Daftary 2007: 252) Farhad Daftary. 2007. The Isma'ilis: Their History and Doctrines. Camcridge: Cambridge University Press. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Lane-Poole 1906: 144-151) Lane-Poole, Stanley. 1906. Saladin and the Fall of the Kingdom of Jerusalem. Heroes of the Nations. London: G. P. Putnam's Sons.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Mu’izz Aybak,Al-Mansur Ali I,P,1,1254,1257,P,P,P,A,A,A,A,A,,"""Aybak then took another wife, daughter of the ruler of Mosul. In April 1257, Aybak was murdered; Sharjar al-Durr was blamed ... and murdered in revenge.""",(Nicholson 2004: 125) Helen J. Nicholson. 2004. The Crusades. Greenwood Press. Westport. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Mansur Ali I,Al-Muzzafar Qutuz,P,1,1257,1259,A,A,A,A,A,A,A,A,,"“Aybak's Mamluks, the Mu'iziyya, raised Aybak's young son Ali as sultan, but then the Mu'iziyya leader, Qutuz, took over control as the first of a long line of Mamluk sultans.""","(Nicholson 2004: 125) Helen J. Nicholson. 2004. The Crusades. Greenwood Press. Westport. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Clifford 2013: 79-80) Winslow Williams Clifford. 2013. Edited by Stephan Conermann. State formation and the structure of politics in Mamluk Syro-Egypt, 648–741 A.H./1250 - 1340 C.E. Bonn University Press.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Muzzafar Qutuz,Al-Zahir Baybars I,P,1,1259,1260,P,P,P,P,A,A,A,A,,"""Qutuz himself worried constantly about dissension ... Open hostility dogged his relations with the Salihiyyah and Ashrafiyyah as well as their constituents in the army of Egypt. ... Qutuz was assassinated, however, before his patronage of these non-khushdashiyyah clients could produce any dividends. On the whole, exile, arrest and confiscation seem to have been the hallmarks of Qutuz's relations with the Mamluk elite.""","(Clifford 2013: 79-80) Winslow Williams Clifford. 2013. Edited by Stephan Conermann. State formation and the structure of politics in Mamluk Syro-Egypt, 648–741 A.H./1250 - 1340 C.E. Bonn University Press. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ https://www.jewishvirtuallibrary.org/mamluks",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Zahir Baybars I,Al-Said Baraka Khan,A,1,1260,1277,A,A,A,A,A,A,A,A,,"Al-Said Baraka Khan inherited the Mamluk Sultunate from his father Al-Zahir Baybars I in 1277 CE. The succession was uneventful, but Al-Said Baraka Khan was forced to abdicate in 1279 CE.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Asbridge 2010: 108) Asbridge, Thomas. 2010. The Crusades: The War for the Holy Land. Simon and Schuster. $ (Northrup 1998: 84) Northrup, Linda. 1998. From Slave to Sultan: The Career of Al-Manṣūr Qalāwūn and the Consolidation of Mamluk Rule in Egypt and Syria (678-689 A.H./1279-1290 A.D.). Franz Steiner Verlag.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Said Baraka Khan,Al-Adil Salamish,P,1,1277,1279,P,A,P,P,A,A,A,A,,"Al-Said Baraka Khan was deposed in 1279 CE, ""The new mamluk sultan, Baraka Khan ... proved to be incapable of living up to his father's legacy, and his reign was cut short in 1279 by a group of senior officers led by Qalawun, Baybar's close associate.” In his place the seven-year-old Al-Adil Salamish was made Sultan.","(Mikaberidze 2011: 559) Alexander Mikaberidze. ed. 2011. Conflict and Conquest in the Islamic World: A Historical Encyclopedia, Volume 1. ABC-CLIO. Santa Barbara. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Torsello 2011: 380) Marino Sanudo Torsello. 2011. Peter Lock trans. The Book of the Secrets of the Faithful of the Cross. Ashgate Publishing Limited. Farnham.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Adil Salamish,Al-Mansur Qalaun,P,1,1279,1279,P,A,P,A,A,A,A,A,,"Al-Adil Salamish was deposed shortly after asending to Sultan, “al-Malik al-Adil Badr al-Din Solamish (1279-80) was seven years old when he ascended the throne. Kalawan was his regent who then deposed him in 1280.” Al-Mansur Qalaun took over as Sultan.","(Torsello 2011: 380) Marino Sanudo Torsello. 2011. Peter Lock trans. The Book of the Secrets of the Faithful of the Cross. Ashgate Publishing Limited. Farnham. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Mikaberidze 2011: 559) Alexander Mikaberidze. ed. 2011. Conflict and Conquest in the Islamic World: A Historical Encyclopedia, Volume 1. ABC-CLIO. Santa Barbara $ (Northrup 1998, 115-116) Northrup, Linda (1998). From Slave to Sultan: The Career of Al-Manṣūr Qalāwūn and the Consolidation of Mamluk Rule in Egypt and Syria (678-689 A.H./1279-1290 A.D.). Franz Steiner Verlag.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Mansur Qalaun,Al-Ashraf Khalil,U*,1,1279,1290,U*,U*,U*,A,A,A,A,A,,"Al-Mansur Qalaun ruled from 1279 CE until 1290 CE. His heir was his eledest son Al-Ashraf Khalil, whom he distrusted. Sources disagree whether he died of illness or was poisoned, but the succesion was smooth.",p. 158 Linda S Northrup. 1998. From Slave to Sultan: The Career of Al-Manṣūr Qalāwūn and the Consolidation of Mamluk Rule in Egypt and Syria (678-689 A.H./1279-1290 A.D.). Franz Steiner Verlag. Stuttgart. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Ashraf Khalil,Al-Nasir Muhammad I,P,1,1290,1293,P,P,A,P,A,A,A,A,,"Sultan Khalil was ""assassinated in 1293, aged twenty-nine, by three of his own officers."" He was succeeded by his nine-year-old borther Al-Nasir Muhammad I.","Susan Wise Bauer. 2013. The History of the Renaissance World: From the Rediscovery of Aristotle to the Conquest of Constantinople. W. W. Norton & Company. New York. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Nicolle 2005: 26) Nicolle, D. 2005. Acre 1291: Bloody Sunset of the Crusader States. Osprey Publishing.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Nasir Muhammad I,Al-Adil Kitbugha,P,1,1293,1294,P,A,P,P*,A,A,A,A,,Al-Adil Kitbugha usurped al-Nasir Muhammad in 1294 CE. Later in Kitbugha's reign he was deposed by Al-Mansur Lajin.,"(Northrup 1998, 252) Northrup, Linda S. (1998). ""The Bahri Mamluk sultanate"". In Petry, Carl F. The Cambridge History of Egypt, Vol. 1: Islamic Egypt 640-1517. Cambridge University Press. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Al-Hijji 1976: 7) H. Al-Hijji. 1976. Notes on the Ruling Conflict of the Mamluk Sultanate: (693-709/1293-1309). Kuwait University.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Adil Kitbugha,Al-Mansur Lajin,P,1,1294,1296,P,A,P,P*,A,A,A,A,,Lajin had deposed his former lord Al-Adil Kitbugha and taken the throne for himself.,"John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Northrup 1998: 252) Northrup, Linda S. 1998. ""The Bahri Mamluk sultanate"". In Petry, Carl F. The Cambridge History of Egypt, Vol. 1: Islamic Egypt 640-1517. Cambridge University Press.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Mansur Lajin,Al-Nasir Muhammad I,P,1,1296,1299,P,P,P,P*,A,A,A,A,,"""In a bid to consolidate his control, Lajin attempted to redistribute iqtaʿat to his supporters. Lajin was unable to retain the sultanate”, “al-Nasir Muhammad was restored to power in 1298”.","(Northrup 1998: 252) Northrup, Linda S. 1998. ""The Bahri Mamluk sultanate"". In Petry, Carl F. The Cambridge History of Egypt, Vol. 1: Islamic Egypt 640-1517. Cambridge University Press. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Nasir Muhammad I,Al-Muzaffar Baybars II,P,2,1299,1309,P,A,P,P,A,A,A,A,,"“Lajin was unable to retain the sultanate and al-Nasir Muhammad was restored to power in 1298, ruling a fractious realm until being toppled a second time by Baybars II, a Circassian mamluk of Qalawun, who was known to be more wealthy, pious and cultured than his immediate predecessors.”; Abdicated","(Northrup 1998, 252) Northrup, Linda S. (1998). ""The Bahri Mamluk sultanate"". In Petry, Carl F. The Cambridge History of Egypt, Vol. 1: Islamic Egypt 640-1517. Cambridge University Press. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Clifford 2013: 181) Winslow Williams Clifford. 2013. Edited by Stephan Conermann. State formation and the structure of politics in Mamluk Syro-Egypt, 648–741 A.H./1250 - 1340 C.E. Bonn University Press.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Muzaffar Baybars II,Al-Nasir Muhammad I,P,1,1309,1310,P,P,P,A,A,A,A,A,,"""After al-Nasir Muhammad repeated to Baybars al-Jashnakir all the evils that the latter had done to him, Baybars al-Jashnakir was executed, probably by strangling ... April 1310.""","(Mazor 2015: 197) Amir Mazor. 2015. The Rise and Fall of a Muslim Regiment: The Manṣūriyya in the First Mamluk Sultanate, 678/1279–741/1341. Vandenhoeck & Ruprecht. $ John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Nasir Muhammad I,Al-Mansur Abu Bakr,P,3,1310,1341,A,A,A,A,A,A,A,A,,"Abu Bakr inherited the Sultanate from his father Al-Nasir Muhammad I in 1341 CE. Although Sultan, most of the power in the realm rested with Al-Nasir’s senior emirs.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Joseph Drory. 2006. ""The prince who favored the desert."" David J Wasserstein. Ami Ayalon. eds. Mamluks and Ottomans: Studies in Honour of Michael Winter. Routledge. London.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Mansur Abu Bakr,Al-Ashraf Kujkuk,P,1,1341,1341,P,P,P,P,A,A,A,A,,"Abu Bakr made attempts at reforming the Mamluk Sultunate, but was quickly foiled by the powerful emirs. ""... Abu Bakr, less than 20 years old, was meant to be merely a puppet. ... He was concerned lest he be imprisoned by a too self-reliant Abu Bakr. Perhaps just an excuse, in any case it prompted Qawsun to detail Abu Bakr ... on the invented pretext of frivolous behavior. Abu Bakr was sent, together with six of his brothers, to distant Qus, where he was executed..."". He was succeeded by Al-Nasir Muhammad I's son, Al-Ashraf Kujkuk.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Joseph Drory. 2006. ""The prince who favored the desert."" David J Wasserstein. Ami Ayalon. eds. Mamluks and Ottomans: Studies in Honour of Michael Winter. Routledge. London.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Ashraf Kujkuk,Al-Salih Ismail,P,1,1341,1342,P,A,P,P,A,A,A,A,,"The nine year old Kujuk ""declared Sultan already in early ... January 1341” and was murdered a year later in 1345 CE. In his place Al-Nasir Ahmad I became Sultan, but he lasted only a few months before being deposed and replaced by his brother Al-Salih Ismail.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Joseph Drory. 2006. ""The prince who favored the desert."" David J Wasserstein. Ami Ayalon. eds. Mamluks and Ottomans: Studies in Honour of Michael Winter. Routledge. London.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBh,Al-Salih Ismail,Al-Kamil Shaban I,P,1,1342,1345,A,A,A,A,A,A,A,A,,"Al-Salih Ismail inherited the Sultanate from his brother an-Nasir Ahmad in 1342 CE. He was taken ill in 1344 and died in 1345 CE, being succeeded by his brother Al-Kamil Shaban I.",John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ (Holt 1986: 123) Peter Malcolm Holt. 1986. The Age of the Crusades: The Near East from the Eleventh Century to 1517. Longman.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
